payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202512-00001,COLL-202512-00008,ACC0000904,IND19010238,2025-12-17,224.43,card,False,379.98
REC-202512-00002,COLL-202512-00024,ACC0097774,IND24004860,2025-12-11,731.04,cash_deposit,False,522.69
REC-202512-00003,COLL-202512-00021,ACC0028406,IND21008628,2025-12-17,658.09,cash_deposit,False,1024.16
REC-202512-00004,COLL-202512-00016,ACC0105819,IND25009000,2025-12-29,114.04,card,False,295.03
REC-202512-00005,COLL-202512-00039,ACC0080837,IND24017254,2025-12-16,2284.10,cash_deposit,False,2039.95
REC-202512-00006,COLL-202512-00020,ACC0114312,IND25009194,2025-12-26,4245.17,eft,True,19369.09
REC-202512-00007,COLL-202512-00009,ACC0085077,IND24007640,2025-12-04,59.56,debit_order,False,208.30
REC-202512-00008,COLL-202512-00019,ACC0091799,IND24018083,2025-12-22,186.68,cash_deposit,False,496.80
REC-202512-00009,COLL-202512-00035,ACC0078700,IND23005742,2025-12-17,254.43,debit_order,False,180.55
REC-202512-00010,COLL-202512-00029,ACC0110532,IND25023542,2025-12-22,977.11,eft,False,1305.70
REC-202512-00011,COLL-202512-00005,ACC0090247,COM24000017,2026-01-08,2857.29,card,True,2631.08
REC-202512-00012,COLL-202512-00007,ACC0089953,IND24013480,2026-01-10,106.79,cash_deposit,False,535.38
REC-202512-00013,COLL-202512-00017,ACC0067398,IND23017802,2025-12-21,497.59,eft,False,2163.75
REC-202512-00014,COLL-202512-00033,ACC0073735,IND23015843,2026-01-03,182.08,eft,False,221.92
REC-202512-00015,COLL-202512-00014,ACC0070562,IND23011197,2025-12-05,1021.37,cash_deposit,False,655.05
REC-202512-00016,COLL-202512-00011,ACC0114312,IND25009194,2025-12-25,6549.03,card,False,20881.80
