BANK STATEMENT|Keystone Retail Bank
ACCOUNT|261050030992784
CUSTOMER|IND24006103
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|593.13
CLOSING_BALANCE|-36825.80
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-01|202412814708029|Groceries via contactless|-363.97|transactional|MTX202412000028396
2024-12-02|202412527382810|Transfer via mobile_banking_app|-542.90|transactional|MTX202412000028397
2024-12-02|202412661949994|Utilities via mobile banking app|-1048.68|transactional|MTX202412000028398
2024-12-02|202412854304839|Airtime via mobile_banking_app|-82.32|transactional|MTX202412000028399
2024-12-02|202412763785841|Transfer via online banking|1562.71|transactional|MTX202412000028400
2024-12-02|202412453526070|Groceries via ewallet|-468.03|transactional|MTX202412000028401
2024-12-02|202412323177438|Utilities via mobile_banking_app|-693.14|transactional|MTX202412000028402
2024-12-03|202412738585737|Utilities via mobile banking app|-2077.85|transactional|MTX202412000028403
2024-12-03|202412851984584|Alcohol via contactless|-246.90|transactional|MTX202412000028404
2024-12-04|202412974365039|Fuel via mobile banking app|-1019.50|transactional|MTX202412000028405
2024-12-04|202412429633545|Groceries via pos|-194.92|transactional|MTX202412000028406
2024-12-04|202412822619508|Airtime via mobile banking app|-79.16|transactional|MTX202412000028407
2024-12-04|202412996501565|Restaurants via atm|-357.02|transactional|MTX202412000028408
2024-12-04|202412532847684|Restaurants via ewallet|-701.11|transactional|MTX202412000028409
2024-12-05|202412832706902|Restaurants via mobile banking app|-11.20|transactional|MTX202412000028410
2024-12-05|202412874142766|Transfer via mobile_banking_app|-1478.91|transactional|MTX202412000028411
2024-12-05|202412820814101|Retail via mobile banking app|-832.98|transactional|MTX202412000028412
2024-12-05|202412460742613|Retail via mobile banking app|-816.34|transactional|MTX202412000028413
2024-12-06|202412422236923|Groceries via pos|-11.20|transactional|MTX202412000028414
2024-12-06|202412524335414|Utilities via online banking|-1229.07|transactional|MTX202412000028415
2024-12-09|202412477837528|Entertainment via mobile_banking_app|-58.50|transactional|MTX202412000028416
2024-12-09|202412825191206|Retail via mobile banking app|-518.03|transactional|MTX202412000028417
2024-12-09|202412672326487|Retail via ewallet|-697.58|transactional|MTX202412000028418
2024-12-09|202412829167528|Utilities via mobile banking app|-1125.42|transactional|MTX202412000028419
2024-12-10|202412566649019|Alcohol via mobile banking app|-161.42|transactional|MTX202412000028420
2024-12-10|202412961259376|Groceries via mobile banking app|-288.18|transactional|MTX202412000028421
2024-12-10|202412806619438|Retail via ewallet|-181.99|transactional|MTX202412000028422
2024-12-10|202412299577803|Entertainment via contactless|-326.56|transactional|MTX202412000028423
2024-12-10|202412603365965|Transfer via mobile banking app|-3296.02|transactional|MTX202412000028424
2024-12-11|202412226373687|Airtime via mobile banking app|-63.20|transactional|MTX202412000028425
2024-12-12|202412263327990|Groceries via mobile banking app|-159.82|transactional|MTX202412000028426
2024-12-12|202412173925481|Utilities via mobile banking app|-162.21|transactional|MTX202412000028427
2024-12-12|202412113676122|Restaurants via pos|-179.28|transactional|MTX202412000028428
2024-12-13|202412512921189|Restaurants via mobile_banking_app|-116.31|transactional|MTX202412000028429
2024-12-13|202412514970412|Restaurants via pos|-274.96|transactional|MTX202412000028430
2024-12-13|202412949572872|Utilities via mobile_banking_app|-641.05|transactional|MTX202412000028431
2024-12-16|202412730437591|Utilities via mobile banking app|-507.90|transactional|MTX202412000028432
2024-12-16|202412561687592|Airtime via mobile banking app|-47.34|transactional|MTX202412000028433
2024-12-17|202412990307657|Entertainment via mobile banking app|-260.50|transactional|MTX202412000028434
2024-12-17|202412526915158|Groceries via pos|-252.23|transactional|MTX202412000028435
2024-12-19|202412550041615|Airtime via mobile banking app|-20.05|transactional|MTX202412000028438
2024-12-20|202412572076341|Airtime via mobile banking app|-88.72|transactional|MTX202412000028439
2024-12-20|202412854499480|Airtime via mobile banking app|-11.20|transactional|MTX202412000028440
2024-12-20|202412315532268|Airtime via mobile_banking_app|-39.10|transactional|MTX202412000028441
2024-12-21|202412566174716|Restaurants via mobile_banking_app|-430.29|transactional|MTX202412000028442
2024-12-22|202412335033282|Fuel via pos|-826.53|transactional|MTX202412000028436
2024-12-22|202412233224324|Transfer via mobile banking app|-1216.69|transactional|MTX202412000028437
2024-12-22|202412954808791|Retail via contactless|-425.15|transactional|MTX202412000028443
2024-12-23|202412145929494|Groceries via mobile banking app|-434.73|transactional|MTX202412000028444
2024-12-23|202412510885587|Utilities via ussd|-2008.16|transactional|MTX202412000028445
2024-12-24|202412167545928|Transport via mobile banking app|-114.92|transactional|MTX202412000028446
2024-12-24|202412327127851|Airtime via mobile banking app|-57.68|transactional|MTX202412000028447
2024-12-24|202412140204167|Transfer via mobile banking app|-1205.22|transactional|MTX202412000028448
2024-12-25|202412564479242|Groceries via mobile_banking_app|-229.78|transactional|MTX202412000028449
2024-12-25|202412455820138|Airtime via mobile banking app|-70.86|transactional|MTX202412000028450
2024-12-25|202412316980415|Fuel via mobile banking app|-668.60|transactional|MTX202412000028451
2024-12-25|FEE-202412-80989|Withholding_Tax|-23.68|withholding_tax|
2024-12-25|FEE-202412-50417|Bank Charge|-69.12|bank_charge|
2024-12-25|202412840292114|Utilities via mobile banking app|-1589.65|transactional|MTX202412000028452
2024-12-25|202412447367670|Retail via pos|-649.59|transactional|MTX202412000028453
2024-12-26|202412133416474|Airtime via mobile_banking_app|-54.71|transactional|MTX202412000028454
2024-12-26|202412448953416|Utilities via mobile banking app|-716.81|transactional|MTX202412000028455
2024-12-26|202412964533439|Retail via mobile banking app|-390.28|transactional|MTX202412000028456
2024-12-26|202412891584754|Entertainment via contactless|-448.06|transactional|MTX202412000028457
2024-12-26|202412325562573|Groceries via mobile banking app|-167.75|transactional|MTX202412000028458
2024-12-27|202412480794057|Transfer via mobile_banking_app|-932.67|transactional|MTX202412000028459
2024-12-27|202412963633166|Retail via mobile banking app|-11.20|transactional|MTX202412000028462
2024-12-27|202412116121825|Entertainment via pos|-119.72|transactional|MTX202412000028461
2024-12-27|202412369487109|Retail via contactless|-25.30|transactional|MTX202412000028460
2024-12-28|202412668988832|Fuel via atm|-128.53|transactional|MTX202412000028463
2024-12-28|202412649132833|Retail via atm|-644.07|transactional|MTX202412000028464
2024-12-28|202412740253704|Restaurants via contactless|-442.21|transactional|MTX202412000028465
2024-12-30|202412671250875|Utilities via mobile_banking_app|-703.50|transactional|MTX202412000028470
2024-12-30|202412101969624|Groceries via pos|-311.75|transactional|MTX202412000028466
2024-12-30|202412289357843|Clothing via atm|-506.57|transactional|MTX202412000028468
2024-12-30|202412455271836|Restaurants via pos|-75.45|transactional|MTX202412000028467
2024-12-30|202412991751328|Airtime via online banking|-66.51|transactional|MTX202412000028471
2024-12-30|202412728122830|Retail via mobile banking app|-333.43|transactional|MTX202412000028469
2024-12-31|202412441135081|Retail via mobile_banking_app|-405.24|transactional|MTX202412000028472
2025-01-25|FEE-202501-68883|Bank Charge|-13.46|bank_charge|
2025-01-25|FEE-202501-22033|Withholding_Tax|-28.01|withholding_tax|
2025-01-25|FEE-202501-94616|Cash Deposit Fee|-136.40|cash_deposit_fee|
2025-02-25|FEE-202502-36785|Service Fee|-135.34|service_fee|
2025-03-25|FEE-202503-45158|Cash_Deposit_Fee|-88.91|cash_deposit_fee|
2025-03-25|FEE-202503-82823|Withholding Tax|-7.78|withholding_tax|
2025-04-25|FEE-202504-34230|Withholding Tax|-27.90|withholding_tax|
2025-04-25|FEE-202504-18588|Cash Deposit Fee|-100.34|cash_deposit_fee|
2025-05-25|FEE-202505-11444|Bank Charge|-104.71|bank_charge|
