BANK STATEMENT|Keystone Retail Bank
ACCOUNT|018305270990641
CUSTOMER|IND24005420
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|1573.10
CLOSING_BALANCE|445.89
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-25|FEE-202412-14617|Cash Deposit Fee|-17.67|cash_deposit_fee|
2025-01-25|FEE-202501-56119|Bank Charge|-81.68|bank_charge|
2025-01-25|FEE-202501-10088|Service_Fee|-108.00|service_fee|
2025-01-25|FEE-202501-54964|Withholding Tax|-41.01|withholding_tax|
2025-02-25|FEE-202502-67936|Cash Deposit Fee|-83.04|cash_deposit_fee|
2025-02-25|FEE-202502-43286|Interest Income|0.78|interest_income|
2025-02-25|FEE-202502-79151|Service_Fee|-97.44|service_fee|
2025-03-25|FEE-202503-73120|Bank Charge|-129.28|bank_charge|
2025-03-25|FEE-202503-97655|Cash Deposit Fee|-91.00|cash_deposit_fee|
2025-04-25|FEE-202504-91340|Service Fee|-119.82|service_fee|
2025-04-25|FEE-202504-36593|Cash Deposit Fee|-150.97|cash_deposit_fee|
2025-04-25|FEE-202504-81845|Withholding Tax|-40.83|withholding_tax|
2025-05-25|FEE-202505-38962|Withholding Tax|-25.00|withholding_tax|
2025-05-25|FEE-202505-55406|Service Fee|-142.25|service_fee|
