BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255355030993206
CUSTOMER|IND24005975
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|9621.37
CLOSING_BALANCE|8728.29
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-25|FEE-202412-83055|Cash_Deposit_Fee|-72.96|cash_deposit_fee|
2024-12-25|FEE-202412-90259|Service Fee|-157.39|service_fee|
2025-01-25|FEE-202501-25358|Service Fee|-117.70|service_fee|
2025-01-25|FEE-202501-92767|Bank_Charge|-103.77|bank_charge|
2025-01-25|FEE-202501-43984|Cash_Deposit_Fee|-13.09|cash_deposit_fee|
2025-02-25|FEE-202502-77861|Withholding Tax|-56.12|withholding_tax|
2025-02-25|FEE-202502-22372|Bank Charge|-129.49|bank_charge|
2025-02-25|FEE-202502-99110|Service Fee|-66.31|service_fee|
2025-03-25|FEE-202503-26109|Withholding_Tax|-48.66|withholding_tax|
2025-03-25|FEE-202503-53524|Cash Deposit Fee|-64.40|cash_deposit_fee|
2025-04-25|FEE-202504-75784|Cash_Deposit_Fee|-19.48|cash_deposit_fee|
2025-04-25|FEE-202504-71248|Withholding_Tax|-23.10|withholding_tax|
2025-04-25|FEE-202504-73708|Interest_Income|7.73|interest_income|
2025-05-25|FEE-202505-97677|Interest Income|8.35|interest_income|
2025-05-25|FEE-202505-43552|Bank_Charge|-36.69|bank_charge|
