BANK STATEMENT|Keystone Retail Bank
ACCOUNT|632005030993227
CUSTOMER|IND24006179
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|11694.81
CLOSING_BALANCE|11054.46
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-25|FEE-202412-30745|Cash_Deposit_Fee|-10.77|cash_deposit_fee|
2025-01-25|FEE-202501-96492|Bank_Charge|-149.79|bank_charge|
2025-01-25|FEE-202501-47788|Cash Deposit Fee|-150.57|cash_deposit_fee|
2025-01-25|FEE-202501-67043|Withholding Tax|-23.28|withholding_tax|
2025-02-25|FEE-202502-70166|Interest_Income|5.13|interest_income|
2025-03-25|FEE-202503-26431|Bank Charge|-80.29|bank_charge|
2025-03-25|FEE-202503-39229|Interest_Income|5.65|interest_income|
2025-03-25|FEE-202503-29901|Withholding Tax|-60.85|withholding_tax|
2025-04-25|FEE-202504-59922|Interest Income|2.32|interest_income|
2025-04-25|FEE-202504-71292|Cash Deposit Fee|-40.34|cash_deposit_fee|
2025-04-25|FEE-202504-91424|Bank Charge|-79.98|bank_charge|
2025-05-25|FEE-202505-44574|Cash Deposit Fee|-33.01|cash_deposit_fee|
2025-05-25|FEE-202505-24267|Service Fee|-24.57|service_fee|
