BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255355010997320
CUSTOMER|IND24011194
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|14110.48
CLOSING_BALANCE|-4152.11
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-02|202412461280563|Restaurants via ussd|-134.67|transactional|MTX202412000023324
2024-12-02|202412918077422|Airtime via mobile_banking_app|-52.88|transactional|MTX202412000023323
2024-12-02|202412794976162|Airtime via ussd|-56.97|transactional|MTX202412000023318
2024-12-02|202412474143513|Airtime via mobile banking app|-98.47|transactional|MTX202412000023317
2024-12-02|202412402609397|Utilities via atm|-652.74|transactional|MTX202412000023319
2024-12-02|202412558261509|Transport via atm|-48.25|transactional|MTX202412000023320
2024-12-02|202412464561969|Alcohol via mobile banking app|-182.26|transactional|MTX202412000023322
2024-12-02|202412625444404|Entertainment via ussd|-472.30|transactional|MTX202412000023321
2024-12-03|202412333740816|Airtime via mobile_banking_app|-63.11|transactional|MTX202412000023325
2024-12-03|202412233583496|Utilities via ussd|-888.06|transactional|MTX202412000023326
2024-12-03|202412884999054|Entertainment via mobile_banking_app|-340.20|transactional|MTX202412000023327
2024-12-04|202412482620875|Airtime via ussd|-19.69|transactional|MTX202412000023328
2024-12-05|202412417285916|Airtime via mobile banking app|-25.28|transactional|MTX202412000023329
2024-12-05|202412485373721|Airtime via atm|-49.44|transactional|MTX202412000023330
2024-12-06|202412259019344|Transfer via mobile_banking_app|-2792.04|transactional|MTX202412000023331
2024-12-06|202412905231062|Transport via mobile banking app|-63.97|transactional|MTX202412000023332
2024-12-07|202412437845409|Airtime via mobile banking app|-76.56|transactional|MTX202412000023333
2024-12-07|202412542405939|Entertainment via ussd|-361.79|transactional|MTX202412000023334
2024-12-07|202412658730863|Alcohol via atm|-206.37|transactional|MTX202412000023335
2024-12-08|202412914437333|Groceries via ussd|-414.08|transactional|MTX202412000023336
2024-12-09|202412798673621|Airtime via ussd|-59.90|transactional|MTX202412000023338
2024-12-09|202412115657120|Airtime via mobile_banking_app|-48.01|transactional|MTX202412000023337
2024-12-10|202412138884803|Airtime via mobile banking app|-64.25|transactional|MTX202412000023339
2024-12-11|202412474646138|Airtime via ussd|-74.74|transactional|MTX202412000023340
2024-12-11|202412205560237|Airtime via mobile_banking_app|-66.45|transactional|MTX202412000023341
2024-12-11|202412748803609|Transport via ussd|-96.08|transactional|MTX202412000023343
2024-12-11|202412385756682|Utilities via atm|-969.92|transactional|MTX202412000023342
2024-12-11|202412730835457|Airtime via pos|-83.65|transactional|MTX202412000023344
2024-12-12|202412319223888|Groceries via ussd|-62.35|transactional|MTX202412000023346
2024-12-12|202412570377857|Airtime via mobile banking app|-34.59|transactional|MTX202412000023347
2024-12-12|202412445383812|Airtime via mobile banking app|-92.24|transactional|MTX202412000023348
2024-12-14|202412732277683|Airtime via ussd|-57.95|transactional|MTX202412000023350
2024-12-14|202412726129208|Airtime via mobile_banking_app|-76.26|transactional|MTX202412000023351
2024-12-15|202412791247358|Entertainment via ussd|-261.80|transactional|MTX202412000023352
2024-12-15|202412128181787|Transport via mobile banking app|-76.16|transactional|MTX202412000023353
2024-12-16|202412272058343|Airtime via mobile banking app|-124.50|transactional|MTX202412000023354
2024-12-16|202412290722938|Airtime via ussd|-27.14|transactional|MTX202412000023355
2024-12-16|202412686355717|Transport via pos|-58.57|transactional|MTX202412000023356
2024-12-17|202412740464382|Clothing via mobile banking app|-56.53|transactional|MTX202412000023357
2024-12-17|202412766673512|Airtime via mobile banking app|-75.04|transactional|MTX202412000023358
2024-12-18|202412777726118|Airtime via mobile_banking_app|-62.62|transactional|MTX202412000023359
2024-12-18|202412804662031|Groceries via atm|-203.35|transactional|MTX202412000023360
2024-12-18|202412253359439|Alcohol via pos|-121.91|transactional|MTX202412000023361
2024-12-19|202412400728205|Airtime via mobile_banking_app|-89.27|transactional|MTX202412000023362
2024-12-20|202412113024802|Airtime via mobile banking app|-83.09|transactional|MTX202412000023363
2024-12-20|202412999522460|Transport via ussd|-72.45|transactional|MTX202412000023365
2024-12-20|202412504729114|Transport via mobile banking app|-67.09|transactional|MTX202412000023364
2024-12-20|202412906896400|Entertainment via ussd|-282.15|transactional|MTX202412000023366
2024-12-21|202412946081138|Airtime via mobile_banking_app|-95.42|transactional|MTX202412000023367
2024-12-21|202412988489193|Utilities via mobile_banking_app|-668.65|transactional|MTX202412000023368
2024-12-21|202412681126406|Groceries via pos|-331.20|transactional|MTX202412000023369
2024-12-22|202412976927363|Clothing via ussd|-671.56|transactional|MTX202412000023370
2024-12-22|202412962669908|Airtime via mobile_banking_app|-27.58|transactional|MTX202412000023371
2024-12-24|202412283671588|Airtime via mobile_banking_app|-62.23|transactional|MTX202412000023372
2024-12-24|202412615179209|Utilities via ussd|-1095.72|transactional|MTX202412000023373
2024-12-25|202412434297032|Utilities via mobile_banking_app|-96.48|transactional|MTX202412000023374
2024-12-25|FEE-202412-87309|Cash_Deposit_Fee|-139.49|cash_deposit_fee|
2024-12-25|FEE-202412-22500|Service_Fee|-38.85|service_fee|
2024-12-25|202412460166059|Airtime via mobile banking app|-40.60|transactional|MTX202412000023375
2024-12-25|202412584924503|Groceries via atm|-349.98|transactional|MTX202412000023376
2024-12-26|202412315788903|Airtime via mobile banking app|-71.15|transactional|MTX202412000023377
2024-12-26|202412734072381|Alcohol via atm|-176.27|transactional|MTX202412000023378
2024-12-27|202412149358289|Utilities via mobile banking app|-725.55|transactional|MTX202412000023379
2024-12-27|202412291111949|Utilities via ussd|-1366.36|transactional|MTX202412000023380
2024-12-27|202412417467457|Groceries via pos|-274.63|transactional|MTX202412000023382
2024-12-27|202412494752878|Alcohol via ussd|-79.57|transactional|MTX202412000023381
2024-12-28|202412432345588|Airtime via ussd|-54.61|transactional|MTX202412000023383
2024-12-28|202412786963198|Airtime via mobile banking app|-22.05|transactional|MTX202412000023384
2024-12-28|202412970038299|Utilities via ussd|-236.27|transactional|MTX202412000023385
2024-12-29|202412948635119|Airtime via ussd|-36.74|transactional|MTX202412000023386
2024-12-29|202412208990989|Groceries via pos|-146.62|transactional|MTX202412000023387
2024-12-30|202412625393297|Restaurants via ussd|-176.62|transactional|MTX202412000023388
2024-12-31|202412217918288|Transport via pos|-37.99|transactional|MTX202412000023390
2025-01-01|202412461541624|Clothing via ussd|-76.70|transactional|MTX202412000023391
2025-01-01|202412952141081|Groceries via atm|-406.91|transactional|MTX202412000023389
2025-01-25|FEE-202501-15080|Service Fee|-82.36|service_fee|
2025-01-25|FEE-202501-43749|Bank_Charge|-131.56|bank_charge|
2025-02-25|FEE-202502-82967|Cash Deposit Fee|-157.12|cash_deposit_fee|
2025-02-25|FEE-202502-23686|Bank Charge|-147.22|bank_charge|
2025-03-25|FEE-202503-58958|Interest Income|1.06|interest_income|
2025-04-25|FEE-202504-14363|Interest Income|1.16|interest_income|
2025-04-25|FEE-202504-67265|Service Fee|-21.58|service_fee|
2025-04-27|UNALLOC-883790|External EFT credit|350.60|bank_only_transaction|
2025-05-25|FEE-202505-26187|Service Fee|-108.10|service_fee|
2025-05-25|FEE-202505-61712|Withholding Tax|-14.48|withholding_tax|
