BANK STATEMENT|Keystone Retail Bank
ACCOUNT|255005280993095
CUSTOMER|IND24003369
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|13182.99
CLOSING_BALANCE|12590.53
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-25|FEE-202412-48569|Cash Deposit Fee|-124.27|cash_deposit_fee|
2024-12-25|FEE-202412-88653|Bank_Charge|-108.70|bank_charge|
2025-01-25|FEE-202501-61710|Cash Deposit Fee|-130.91|cash_deposit_fee|
2025-01-25|FEE-202501-81205|Withholding Tax|-40.34|withholding_tax|
2025-02-25|FEE-202502-21187|Cash_Deposit_Fee|-63.03|cash_deposit_fee|
2025-03-25|FEE-202503-93163|Withholding Tax|-4.32|withholding_tax|
2025-03-25|FEE-202503-27742|Service Fee|-20.48|service_fee|
2025-04-25|FEE-202504-99513|Bank_Charge|-21.94|bank_charge|
2025-04-25|FEE-202504-58400|Cash Deposit Fee|-70.64|cash_deposit_fee|
2025-05-25|FEE-202505-92867|Withholding Tax|-7.83|withholding_tax|
