BANK STATEMENT|Keystone Retail Bank
ACCOUNT|200305020995602
CUSTOMER|IND24006819
PERIOD|2024-12-01|2025-05-31
OPENING_BALANCE|7453.33
CLOSING_BALANCE|6565.21
DATE|REFERENCE|DESCRIPTION|AMOUNT|ENTRY_TYPE|SOURCE_TRANSACTION_ID
2024-12-25|FEE-202412-72454|Cash Deposit Fee|-133.41|cash_deposit_fee|
2024-12-25|FEE-202412-63731|Service Fee|-65.84|service_fee|
2024-12-25|FEE-202412-71179|Withholding_Tax|-40.74|withholding_tax|
2025-01-25|FEE-202501-79288|Cash Deposit Fee|-30.86|cash_deposit_fee|
2025-01-25|FEE-202501-33872|Service_Fee|-9.35|service_fee|
2025-02-25|FEE-202502-83399|Interest Income|4.05|interest_income|
2025-02-25|FEE-202502-15901|Service Fee|-125.63|service_fee|
2025-03-25|FEE-202503-90914|Bank_Charge|-135.44|bank_charge|
2025-03-25|FEE-202503-11613|Withholding Tax|-48.31|withholding_tax|
2025-04-25|FEE-202504-26631|Bank Charge|-25.53|bank_charge|
2025-04-25|FEE-202504-33345|Cash Deposit Fee|-150.01|cash_deposit_fee|
2025-04-25|FEE-202504-23046|Interest Income|3.09|interest_income|
2025-05-25|FEE-202505-12576|Cash Deposit Fee|-55.19|cash_deposit_fee|
2025-05-25|FEE-202505-86564|Service Fee|-74.95|service_fee|
