payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202510-00001,COLL-202510-00015,ACC0061657,IND23002775,2025-10-03,403.62,eft,False,259.70
REC-202510-00002,COLL-202510-00007,ACC0026707,IND21010019,2025-10-28,134.18,cash_deposit,False,397.78
REC-202510-00003,COLL-202510-00031,ACC0078618,IND23012525,2025-10-23,597.50,eft,True,1039.55
REC-202510-00004,COLL-202510-00002,ACC0046264,IND22014150,2025-11-17,323.69,card,False,177.52
REC-202510-00005,COLL-202510-00034,ACC0009389,IND19017085,2025-10-23,1562.73,eft,False,1665.81
REC-202510-00006,COLL-202510-00023,ACC0049068,IND22019647,2025-10-03,1311.10,debit_order,False,2479.89
REC-202510-00007,COLL-202510-00027,ACC0006562,IND19004995,2025-11-01,981.77,debit_order,True,1339.72
REC-202510-00008,COLL-202510-00012,ACC0043650,IND22007966,2025-10-03,1904.15,eft,False,1690.37
REC-202510-00009,COLL-202510-00032,ACC0007127,IND19007655,2025-10-18,641.79,cash_deposit,False,1067.03
REC-202510-00010,COLL-202510-00001,ACC0046264,IND22014150,2025-11-07,474.46,cash_deposit,False,423.63
REC-202510-00011,COLL-202510-00037,ACC0078680,IND23009274,2025-10-31,107.34,card,True,198.74
REC-202510-00012,COLL-202510-00022,ACC0075119,IND23004316,2025-10-18,1575.14,debit_order,False,1405.56
REC-202510-00013,COLL-202510-00016,ACC0057646,IND23008635,2025-10-28,485.09,card,False,310.77
REC-202510-00014,COLL-202510-00010,ACC0085877,IND24009744,2025-10-10,524.10,debit_order,False,438.04
REC-202510-00015,COLL-202510-00020,ACC0047305,IND22008981,2025-10-14,912.49,debit_order,False,677.03
