transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL201900000001,ACC0001282,IND19007129,LN2019010000002,,10,2019-11-14,04:15:55,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000002,ACC0000071,IND19001466,LN2019010000009,,10,2019-11-30,04:20:41,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000003,ACC0001490,IND19011784,LN2019010000010,,10,2019-11-23,02:44:30,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000004,ACC0000278,IND19005139,LN2019010000015,LDO20190000001,10,2019-11-29,03:26:03,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,0.31,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL201900000005,ACC0000597,IND19000749,LN2019010000017,LDO20190000001,10,2019-11-22,02:58:25,751.3,Debit,Completed,,Loan Payment - LN2019010000017 - Partial,False,,1.32,,Automated,Home Loan,partial_payment,False,loan_payment_generator
TXNL201900000006,ACC0000731,IND19012784,LN2019010000018,LDO20190000001,10,2019-11-30,03:39:25,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.22,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000007,ACC0000999,IND19000704,LN2019010000021,LDO20190000001,10,2019-11-30,02:47:18,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.41,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000008,ACC0000362,IND19010400,LN2019010000034,LDO20190000001,10,2019-11-20,02:21:01,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.61,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000009,ACC0000761,IND19003341,LN2019010000037,LDO20190000001,9,2019-11-10,03:00:10,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,1.16,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000010,ACC0000661,IND19013332,LN2019010000040,LDO20190000001,10,2019-11-25,02:44:32,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,1.36,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
TXNL201900000011,ACC0000361,IND19010400,LN2019010000048,LDO20190000001,10,2019-11-30,04:52:44,990.52,Debit,Completed,,Loan Payment - LN2019010000048,False,,1.25,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
