suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-201911-00001,ACC0006089,IND19009599,phone_call,19/11/2019 08:48,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-201911-00002,ACC0006083,IND19013467,branch_visit,28/11/2019 15:45,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-201911-00003,ACC0011803,IND19019137,phone_call,06/11/2019 08:36,Please allow customers to book branch appointments from the app.,branch_service,implemented
SUG-201911-00004,ACC0010810,IND19000039,phone_call,25/11/2019 18:01,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-201911-00005,ACC0008364,IND19001972,branch_visit,21/11/2019 11:20,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-201911-00006,ACC0004987,IND19007860,branch_visit,26/11/2019 12:50,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-201911-00007,ACC0005618,IND19008561,phone_call,03/11/2019 10:20,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-201911-00008,ACC0011724,IND19019660,branch_visit,13/11/2019 15:10,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-201911-00009,ACC0012623,IND19013912,branch_visit,30/11/2019 08:30,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-201911-00010,ACC0014588,IND19004745,branch_visit,30/11/2019 11:15,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201911-00011,ACC0006069,IND19000365,branch_visit,07/11/2019 12:05,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201911-00012,ACC0009227,IND19007921,phone_call,02/11/2019 18:51,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201911-00013,ACC0001117,IND19016009,phone_call,25/11/2019 16:48,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201911-00014,ACC0009614,IND19017281,branch_visit,28/11/2019 14:30,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201911-00015,ACC0008970,IND19006621,phone_call,02/11/2019 14:55,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
