comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202407-000004,ACC0023076,IND21006647,whatsapp,inbound,22-Jul-2024 05:08,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202407-000007,ACC0011377,IND19012177,app_message,inbound,2024-07-04T17:40:41+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202407-000010,ACC0082063,IND24010368,chatbot,inbound,2024-07-24T15:11:59+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202407-000011,ACC0062301,IND23000942,app_message,inbound,2024-07-13T12:09:28+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202407-000015,ACC0059052,IND23018864,phone_call,inbound,28/07/2024 12:32,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202407-000019,ACC0036158,IND21010864,sms,inbound,2024-07-21T15:10:43+02:00,Suspicious transaction alert,There is activity on my account that I do not recognise. Please block the card if needed and tell me what evidence you require for the dispute.,negative,,,True,fraud_concern,escalted,Card monitoring case opened and customer advised on dispute documents.
COMM-202407-000020,ACC0027034,COM21000318,chatbot,inbound,2024-07-06T09:05:14+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
COMM-202407-000021,ACC0045874,COM22000222,chatbot,inbound,2024-07-22T20:09:09+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202407-000023,ACC0033128,IND21006144,sms,outbound,2024-07-28T10:34:50+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202407-000036,ACC0072329,IND23023111,sms,inbound,2024-07-31T17:55:15+02:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202407-000037,ACC0000187,IND19005404,branch_visit,inbound,20/07/2024 09:20,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202407-000041,ACC0064911,IND23014787,chatbot,inbound,2024-07-10T07:37:51+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,digital_issue,open,Digital support case created with device and login details.
COMM-202407-000044,ACC0071875,IND23002259,chatbot,inbound,2024-07-03T07:29:47+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202407-000049,ACC0061056,COM23000226,chatbot,inbound,2024-07-29T10:44:54+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202407-000051,ACC0036400,IND21005048,phone_call,inbound,31/07/2024 10:17,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,other,resolved,Customer care team reviewing the account history.
COMM-202407-000055,ACC0051020,IND22014642,app_message,inbound,2024-07-31T19:01:52+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,digital_issue,open,Digital support case created with device and login details.
