suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202401-00001,ACC0010320,IND19011114,chatbot,2024-01-16T11:49:29+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202401-00002,ACC0025825,IND21011609,app_message,2024-01-15T05:37:51+02:00,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202401-00003,ACC0059284,IND23005627,app_message,2024-01-12T19:18:33+02:00,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202401-00004,ACC0078591,IND23012628,chatbot,2024-01-10T19:40:53+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202401-00005,ACC0022611,IND21014661,whatsapp,20-Jan-2024 11:36,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202401-00006,ACC0059124,IND23013982,app_message,2024-01-27T15:29:55+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202401-00007,ACC0044215,IND22005951,social_media,2024/01/11 20:21:26,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202401-00008,ACC0004313,IND19007231,email,2024-01-04 16:04:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202401-00009,ACC0060730,IND23002408,whatsapp,26-Jan-2024 09:08,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202401-00010,ACC0058833,IND23019743,phone_call,16/01/2024 08:34,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202401-00011,ACC0029502,IND21007492,phone_call,20/01/2024 16:29,Please offer a small savings pocket linked to loan repayments.,product_idea,reviewed
SUG-202401-00012,ACC0050616,IND22015864,branch_visit,02/01/2024 12:10,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202401-00013,ACC0060530,IND23010407,app_message,2024-01-05T18:16:45+02:00,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202401-00014,ACC0002318,IND19015821,app_message,2024-01-11T11:23:58+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,implemented
SUG-202401-00015,ACC0033253,IND21001734,whatsapp,09-Jan-2024 17:08,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202401-00016,ACC0012090,IND19018545,chatbot,2024-01-06T16:51:18+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202401-00017,ACC0029294,IND21011511,email,2024-01-27 13:45:52,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202401-00018,ACC0002105,IND19009176,app_message,2024-01-13T18:17:54+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202401-00019,ACC0002397,IND19011058,phone_call,17/01/2024 09:14,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
