statement_transaction_id,account_id,statement_date,posted_date,statement_description,bank_reference,statement_amount,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date,source_transaction_id
BST-ACC0078457-000001,ACC0078457,2023-12-01 06:50:19,2023-12-01,Transport via pos,202312794242479,-84.16,transactional,False,,0,,MTX202312000021412
BST-ACC0078457-000002,ACC0078457,2023-12-01 12:44:59,2023-12-01,Restaurants via pos,202312851594799,-330.88,transactional,False,,0,,MTX202312000021413
BST-ACC0078457-000003,ACC0078457,2023-12-01 20:29:56,2023-12-01,Groceries via pos,202312471789594,-412.48,transactional,False,,0,,MTX202312000021414
BST-ACC0078457-000004,ACC0078457,2023-12-02 11:56:15,2023-12-02,Groceries via atm,202312267628648,-10.06,transactional,False,,0,,MTX202312000021415
BST-ACC0078457-000005,ACC0078457,2023-12-03 17:22:07,2023-12-03,Alcohol via atm,202312653478584,-153.97,transactional,False,,0,,MTX202312000021416
BST-ACC0078457-000006,ACC0078457,2023-12-04 08:27:09,2023-12-04,Transfer via online banking,202312969095770,-330.84,transactional,False,,0,,MTX202312000021417
BST-ACC0078457-000007,ACC0078457,2023-12-04 11:42:16,2023-12-04,Airtime via online banking,202312106131768,-50.45,transactional,False,,0,,MTX202312000021418
BST-ACC0078457-000008,ACC0078457,2023-12-04 12:59:16,2023-12-04,Groceries via mobile banking app,202312675867851,-457.15,transactional,False,,0,,MTX202312000021419
BST-ACC0078457-000009,ACC0078457,2023-12-04 20:56:17,2023-12-04,Retail via atm,202312446452366,-523.49,transactional,False,,0,,MTX202312000021420
BST-ACC0078457-000010,ACC0078457,2023-12-04 21:49:07,2023-12-04,Transfer via mobile banking app,202312499163123,-299.37,transactional,False,,0,,MTX202312000021421
BST-ACC0078457-000011,ACC0078457,2023-12-04 21:53:40,2023-12-04,Transfer via ussd,202312859722313,92.57,transactional,False,,0,,MTX202312000021422
BST-ACC0078457-000012,ACC0078457,2023-12-05 19:14:40,2023-12-05,Restaurants via mobile banking app,202312664466098,-501.23,transactional,False,,0,,MTX202312000021423
BST-ACC0078457-000014,ACC0078457,2023-12-06 06:14:31,2023-12-06,Alcohol via mobile_banking_app,202312103928995,-113.15,transactional,False,,0,,MTX202312000021425
BST-ACC0078457-000015,ACC0078457,2023-12-06 18:17:03,2023-12-06,Alcohol via contactless,202312476596815,-167.32,transactional,False,,0,,MTX202312000021426
BST-ACC0078457-000013,ACC0078457,2023-12-06 20:52:44,2023-12-06,Entertainment via online_banking,202312422570410,-263.66,transactional,True,timing_difference,0,2023-12-06,MTX202312000021424
BST-ACC0078457-000016,ACC0078457,2023-12-07 06:37:56,2023-12-07,Groceries via mobile banking app,202312710774447,-226.57,transactional,False,,0,,MTX202312000021427
BST-ACC0078457-000017,ACC0078457,2023-12-07 22:26:45,2023-12-07,Utilities via mobile banking app,202312804348901,-838.96,transactional,False,,0,,MTX202312000021428
BST-ACC0078457-000018,ACC0078457,2023-12-08 22:13:46,2023-12-08,Utilities via ussd,202312233300009,-884.98,transactional,False,,0,,MTX202312000021429
BST-ACC0078457-000019,ACC0078457,2023-12-10 11:08:23,2023-12-10,Restaurants via mobile_banking_app,202312877733868,-227.91,transactional,False,,0,,MTX202312000021430
BST-ACC0078457-000020,ACC0078457,2023-12-10 16:37:45,2023-12-10,Restaurants via mobile_banking_app,202312218444728,-112.4,transactional,False,,0,,MTX202312000021431
BST-ACC0078457-000021,ACC0078457,2023-12-11 05:13:33,2023-12-11,Clothing via mobile banking app,202312123178173,-688.82,transactional,False,,0,,MTX202312000021432
BST-ACC0078457-000022,ACC0078457,2023-12-11 06:54:05,2023-12-11,Transport via pos,202312478096988,-168.23,transactional,False,,0,,MTX202312000021433
BST-ACC0078457-000023,ACC0078457,2023-12-11 19:21:58,2023-12-11,Entertainment via mobile_banking_app,202312602148022,-124.63,transactional,False,,0,,MTX202312000021434
BST-ACC0078457-000024,ACC0078457,2023-12-11 21:09:57,2023-12-11,Utilities via ussd,202312606054052,-872.76,transactional,False,,0,,MTX202312000021435
BST-ACC0078457-000025,ACC0078457,2023-12-12 13:22:20,2023-12-12,Restaurants via contactless,202312688172127,-162.78,transactional,False,,0,,MTX202312000021436
BST-ACC0078457-000026,ACC0078457,2023-12-12 18:49:33,2023-12-12,Retail via mobile banking app,202312532441914,-289.12,transactional,False,,0,,MTX202312000021437
BST-ACC0078457-000027,ACC0078457,2023-12-13 06:26:34,2023-12-13,Alcohol via mobile banking app,202312626711597,-312.64,transactional,False,,0,,MTX202312000021438
BST-ACC0078457-000028,ACC0078457,2023-12-13 09:42:35,2023-12-13,Airtime via mobile_banking_app,202312602356930,-43.63,transactional,False,,0,,MTX202312000021439
BST-ACC0078457-000029,ACC0078457,2023-12-13 12:20:37,2023-12-13,Retail via ewallet,202312477357154,-632.77,transactional,False,,0,,MTX202312000021440
BST-ACC0078457-000030,ACC0078457,2023-12-13 13:29:21,2023-12-13,Retail via atm,202312374072598,-798.01,transactional,False,,0,,MTX202312000021441
BST-ACC0078457-000031,ACC0078457,2023-12-13 19:15:06,2023-12-13,Groceries via ewallet,202312330214894,-222.82,transactional,False,,0,,MTX202312000021442
BST-ACC0078457-000032,ACC0078457,2023-12-14 06:16:54,2023-12-14,Groceries via mobile banking app,202312143163238,-246.52,transactional,False,,0,,MTX202312000021443
BST-ACC0078457-000033,ACC0078457,2023-12-14 07:36:54,2023-12-14,Airtime via mobile_banking_app,202312426330573,-98.12,transactional,False,,0,,MTX202312000021444
BST-ACC0078457-000034,ACC0078457,2023-12-14 18:30:15,2023-12-14,Entertainment via contactless,202312623178702,-338.93,transactional,False,,0,,MTX202312000021445
BST-ACC0078457-000035,ACC0078457,2023-12-16 10:16:07,2023-12-16,Restaurants via contactless,202312988995858,-391.99,transactional,False,,0,,MTX202312000021449
BST-ACC0078457-000036,ACC0078457,2023-12-16 12:16:11,2023-12-16,Clothing via atm,202312464546788,-763.51,transactional,False,,0,,MTX202312000021448
BST-ACC0078457-000037,ACC0078457,2023-12-16 12:16:43,2023-12-16,Retail via pos,202312141804332,-452.4,transactional,False,,0,,MTX202312000021447
BST-ACC0078457-000038,ACC0078457,2023-12-17 15:45:47,2023-12-17,Alcohol via ewallet,202312539116112,-222.11,transactional,False,,0,,MTX202312000021450
BST-ACC0078457-000039,ACC0078457,2023-12-18 07:04:25,2023-12-18,Groceries via mobile_banking_app,202312453486452,-397.9,transactional,False,,0,,MTX202312000021452
BST-ACC0078457-000040,ACC0078457,2023-12-18 07:12:52,2023-12-18,Transport via pos,202312322105534,-80.4,transactional,False,,0,,MTX202312000021451
BST-ACC0078457-000041,ACC0078457,2023-12-18 09:32:16,2023-12-18,Transfer via mobile banking app,202312403196580,-1029.94,transactional,False,,0,,MTX202312000021453
BST-ACC0078457-000042,ACC0078457,2023-12-18 12:22:58,2023-12-18,Restaurants via pos,202312621882605,-296.75,transactional,False,,0,,MTX202312000021454
BST-ACC0078457-000043,ACC0078457,2023-12-19 08:11:18,2023-12-19,Transfer via mobile_banking_app,202312937627148,-1034.34,transactional,False,,0,,MTX202312000021455
BST-ACC0078457-000044,ACC0078457,2023-12-20 07:00:33,2023-12-20,Transport via pos,202312863982717,-45.42,transactional,False,,0,,MTX202312000021456
BST-ACC0078457-000045,ACC0078457,2023-12-20 07:51:10,2023-12-20,Groceries via pos,202312620401327,-337.09,transactional,False,,0,,MTX202312000021457
BST-ACC0078457-000046,ACC0078457,2023-12-21 05:52:45,2023-12-21,Utilities via mobile banking app,202312717200475,-658.99,transactional,False,,0,,MTX202312000021458
