payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202308-00001,COLL-202308-00015,ACC0022983,IND21002440,2023-09-21,327.63,eft,False,1158.43
REC-202308-00002,COLL-202308-00032,ACC0067933,IND23005527,2023-09-14,296.57,card,False,746.62
REC-202308-00003,COLL-202308-00017,ACC0014761,IND19007965,2023-08-23,245.88,cash_deposit,False,1171.60
REC-202308-00004,COLL-202308-00020,ACC0011760,IND19014021,2023-09-10,1241.21,debit_order,False,3813.65
REC-202308-00005,COLL-202308-00037,ACC0045349,IND22013126,2023-08-23,1080.97,cash_deposit,True,1000.25
REC-202308-00006,COLL-202308-00031,ACC0054634,IND22022346,2023-08-20,798.63,cash_deposit,False,2501.71
REC-202308-00007,COLL-202308-00043,ACC0032725,IND21002684,2023-09-07,1163.56,card,True,987.86
REC-202308-00008,COLL-202308-00028,ACC0033599,IND21009658,2023-08-14,731.36,card,False,1018.32
REC-202308-00009,COLL-202308-00023,ACC0041565,IND22012625,2023-08-23,901.84,debit_order,False,3566.27
REC-202308-00010,COLL-202308-00002,ACC0040976,IND22021340,2023-08-14,3431.76,cash_deposit,False,7190.41
REC-202308-00011,COLL-202308-00016,ACC0028447,IND21002817,2023-09-04,593.65,debit_order,False,2414.93
REC-202308-00012,COLL-202308-00024,ACC0047977,IND22000501,2023-08-07,10491.97,debit_order,True,10271.89
REC-202308-00013,COLL-202308-00035,ACC0068851,IND23006192,2023-08-30,58.66,debit_order,False,248.83
REC-202308-00014,COLL-202308-00044,ACC0037008,IND22004010,2023-09-07,915.52,cash_deposit,False,1240.88
REC-202308-00015,COLL-202308-00041,ACC0042034,IND22012179,2023-08-28,4380.08,card,False,2996.88
REC-202308-00016,COLL-202308-00022,ACC0032769,IND21012486,2023-09-08,1073.39,debit_order,True,1074.53
REC-202308-00017,COLL-202308-00005,ACC0042698,IND22008303,2023-08-19,1260.16,card,True,2231.99
REC-202308-00018,COLL-202308-00038,ACC0069000,IND23013166,2023-08-22,229.64,eft,False,379.96
