payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202505-00001,COLL-202505-00030,ACC0067876,IND23021413,2025-06-07,1078.13,eft,False,774.71
REC-202505-00002,COLL-202505-00034,ACC0103259,IND25003528,2025-05-01,960.47,cash_deposit,False,1930.86
REC-202505-00003,COLL-202505-00014,ACC0063876,IND23011284,2025-05-15,1919.52,debit_order,False,2394.46
REC-202505-00004,COLL-202505-00019,ACC0029328,IND21007015,2025-05-06,2072.65,debit_order,False,1567.09
REC-202505-00005,COLL-202505-00033,ACC0021782,IND21000606,2025-05-28,314.36,debit_order,False,942.04
REC-202505-00006,COLL-202505-00002,ACC0033014,IND21011290,2025-05-28,1428.81,debit_order,False,1012.12
REC-202505-00007,COLL-202505-00027,ACC0051467,IND22016158,2025-05-19,267.96,eft,False,756.46
REC-202505-00008,COLL-202505-00016,ACC0074571,COM23000094,2025-05-29,1939.40,cash_deposit,True,2369.12
REC-202505-00009,COLL-202505-00028,ACC0071557,IND23016547,2025-05-30,121.66,cash_deposit,False,392.13
REC-202505-00010,COLL-202505-00024,ACC0103996,IND25011220,2025-05-17,926.34,card,True,3163.81
REC-202505-00011,COLL-202505-00017,ACC0082926,IND24016405,2025-05-19,894.25,card,False,2622.30
REC-202505-00012,COLL-202505-00007,ACC0040808,IND22022595,2025-05-09,715.40,debit_order,False,3575.24
REC-202505-00013,COLL-202505-00036,ACC0071557,IND23016547,2025-05-11,366.09,cash_deposit,False,215.54
REC-202505-00014,COLL-202505-00003,ACC0033014,IND21011290,2025-06-10,1699.32,cash_deposit,False,1168.37
REC-202505-00015,COLL-202505-00015,ACC0022522,IND21012050,2025-05-19,1166.51,card,False,1569.83
