transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202000000001,ACC0001282,IND19007129,LN2019010000002,,16,2020-05-14,02:03:22,1592.74,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000002,False,,2.5,,Online,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000002,ACC0000071,IND19001466,LN2019010000009,LDO20200000001,16,2020-05-31,04:06:27,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,0.91,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000003,ACC0001490,IND19011784,LN2019010000010,LDO20200000001,16,2020-05-23,03:43:28,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.98,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000004,ACC0000278,IND19005139,LN2019010000015,LDO20200000001,16,2020-05-29,03:38:55,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,0.06,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL202000000005,ACC0000597,IND19000749,LN2019010000017,LDO20200000002,16,2020-05-22,04:53:41,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,1.23,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000006,ACC0000731,IND19012784,LN2019010000018,LDO20200000001,16,2020-05-30,03:42:45,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,0.78,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000007,ACC0000999,IND19000704,LN2019010000021,LDO20200000003,16,2020-05-30,03:57:38,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.68,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000008,ACC0000362,IND19010400,LN2019010000034,LDO20200000002,16,2020-05-20,04:01:25,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.45,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000009,ACC0000761,IND19003341,LN2019010000037,LDO20200000004,15,2020-05-10,04:28:22,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,1.02,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202000000010,ACC0000661,IND19013332,LN2019010000040,LDO20200000005,16,2020-05-25,03:01:00,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,1.71,,Automated,Personal Loan,standard_payment,False,loan_payment_generator
