transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL202500000001,ACC0001282,IND19007129,LN2019010000002,,76,2025-05-14,06:44:46,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Online,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000002,ACC0000071,IND19001466,LN2019010000009,,76,2025-05-31,02:40:16,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000003,ACC0001490,IND19011784,LN2019010000010,LDO20250000001,76,2025-05-23,02:10:29,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,0.01,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000004,ACC0000597,IND19000749,LN2019010000017,LDO20250000003,76,2025-05-22,03:10:15,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.42,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000005,ACC0000731,IND19012784,LN2019010000018,LDO20250000001,76,2025-05-30,03:57:52,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.53,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000006,ACC0000999,IND19000704,LN2019010000021,LDO20250000002,76,2025-05-30,03:17:04,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,1.33,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000007,ACC0000362,IND19010400,LN2019010000034,LDO20250000004,76,2025-05-20,03:48:58,1585.16,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000034,False,,1.89,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000008,ACC0000761,IND19003341,LN2019010000037,LDO20250000005,75,2025-05-10,02:48:24,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,0.67,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000009,ACC0000093,IND19006568,LN2019010000071,LDO20250000007,76,2025-05-13,02:21:21,1850.78,Debit,Completed,,Loan Payment - LN2019010000071,False,,0.32,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000010,ACC0000263,IND19010479,LN2019010000097,LDO20250000004,76,2025-05-14,04:52:44,5630.01,Debit,Completed,,Loan Payment - LN2019010000097,False,,0.78,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000011,ACC0000410,IND19006375,LN2019010000101,LDO20250000005,76,2025-05-22,03:08:20,907.14,Debit,Completed,,Loan Payment - LN2019010000101,False,,1.34,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000012,ACC0000187,IND19005404,LN2019010000103,LDO20250000006,76,2025-05-29,04:04:47,1397.88,Debit,Completed,,Loan Payment - LN2019010000103,False,,1.31,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000013,ACC0000365,IND19005374,LN2019010000112,LDO20250000001,76,2025-05-20,03:06:24,9497.71,Debit,Completed,,Loan Payment - LN2019010000112,False,,0.41,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000014,ACC0000812,IND19000596,LN2019010000123,LDO20250000014,75,2025-05-08,02:54:40,3065.36,Debit,Completed,,Loan Payment - LN2019010000123,False,,1.25,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000015,ACC0000726,IND19012497,LN2019010000124,LDO20250000015,76,2025-05-13,02:51:58,371.99,Debit,Completed,,Loan Payment - LN2019010000124,False,,1.3,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000016,ACC0000615,IND19010153,LN2019010000152,LDO20250000018,76,2025-05-20,04:53:41,3016.9,Debit,Completed,,Loan Payment - LN2019010000152,False,,1.14,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000017,ACC0000626,IND19000516,LN2019010000160,LDO20250000019,76,2025-05-27,04:10:00,2189.1,Debit,Completed,,Loan Payment - LN2019010000160,False,,1.39,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000018,ACC0001221,IND19011832,LN2019010000190,LDO20250000004,76,2025-05-15,02:00:31,5061.94,Debit,Completed,,Loan Payment - LN2019010000190,False,,0.13,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000019,ACC0000708,IND19015529,LN2019010000217,LDO20250000023,76,2025-05-27,03:36:18,1520.07,Debit,Completed,,Loan Payment - LN2019010000217,False,,0.65,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000020,ACC0001510,IND19016623,LN2019010000221,LDO20250000006,76,2025-05-19,02:10:58,4093.97,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000221,False,,1.88,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000021,ACC0001291,IND19005742,LN2019010000238,LDO20250000007,76,2025-05-17,02:03:49,1155.73,Debit,Completed,,Loan Payment - LN2019010000238,False,,1.79,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000022,ACC0000295,IND19012061,LN2019010000258,LDO20250000008,76,2025-05-17,02:49:50,1803.51,Debit,Completed,,Loan Payment - LN2019010000258,False,,0.57,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000023,ACC0000030,IND19010515,LN2019010000266,LDO20250000015,76,2025-05-25,03:44:39,1516.71,Debit,Completed,,Loan Payment - LN2019010000266,False,,0.38,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000024,ACC0000717,IND19015259,LN2019010000274,LDO20250000024,75,2025-05-10,02:02:56,916.67,Debit,Completed,,Loan Payment - LN2019010000274,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000025,ACC0000115,IND19013155,LN2019010000284,LDO20250000016,76,2025-05-27,04:12:44,1427.41,Debit,Completed,,Loan Payment - LN2019010000284,False,,0.69,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000026,ACC0000656,IND19013092,LN2019010000312,LDO20250000009,76,2025-05-11,03:14:35,2556.29,Debit,Completed,,Loan Payment - LN2019010000312,False,,1.65,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000027,ACC0000456,IND19006712,LN2019010000324,LDO20250000031,76,2025-05-28,04:03:28,577.1,Debit,Completed,,Loan Payment - LN2019010000324,False,,1.21,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000028,ACC0001167,IND19004585,LN2019010000343,LDO20250000010,76,2025-05-29,02:56:37,2426.09,Debit,Completed,,Loan Payment - LN2019010000343,False,,1.38,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000029,ACC0000060,IND19004334,LN2019010000350,LDO20250000033,76,2025-05-14,02:00:52,1643.06,Debit,Completed,,Loan Payment - LN2019010000350,False,,0.6,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000030,ACC0000457,IND19014286,LN2019010000356,LDO20250000002,75,2025-05-04,04:33:17,1686.44,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2019010000356,False,,1.48,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000031,ACC0001358,IND19015137,LN2019010000368,LDO20250000019,76,2025-05-17,04:30:49,906.4,Debit,Completed,,Loan Payment - LN2019010000368,False,,0.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000032,ACC0000551,IND19010018,LN2019010000378,LDO20250000034,75,2025-05-04,04:10:48,4685.64,Debit,Completed,,Loan Payment - LN2019010000378 - Late Fee,False,,0.48,,Automated,Home Loan,late_payment,False,loan_payment_generator
TXNL202500000033,ACC0000732,IND19013668,LN2019010000386,LDO20250000035,76,2025-05-16,02:34:35,5822.18,Debit,Completed,,Loan Payment - LN2019010000386,False,,0.65,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000034,ACC0001449,IND19011707,LN2019010000388,LDO20250000037,76,2025-05-15,03:09:16,3506.91,Debit,Completed,,Loan Payment - LN2019010000388,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000035,ACC0001041,IND19014771,LN2019010000390,LDO20250000038,75,2025-05-09,02:25:39,2202.53,Debit,Completed,,Loan Payment - LN2019010000390,False,,1.03,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000036,ACC0000724,IND19005518,LN2019010000406,LDO20250000039,76,2025-05-30,03:34:16,2062.72,Debit,Completed,,Loan Payment - LN2019010000406,False,,1.36,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000037,ACC0001215,IND19009203,LN2019010000449,LDO20250000040,75,2025-05-03,04:03:17,245.6,Debit,Completed,,Loan Payment - LN2019010000449,False,,1.71,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000038,ACC0000677,IND19014762,LN2019010000450,LDO20250000041,76,2025-05-23,02:16:41,2083.6,Debit,Completed,,Loan Payment - LN2019010000450,False,,1.63,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000039,ACC0000769,IND19003379,LN2019010000462,LDO20250000043,76,2025-05-19,04:28:21,1029.76,Debit,Completed,,Loan Payment - LN2019010000462,False,,1.42,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000040,ACC0000311,IND19003026,LN2019010000487,LDO20250000045,75,2025-05-09,03:38:28,450.66,Debit,Completed,,Loan Payment - LN2019010000487,False,,0.75,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000041,ACC0000416,IND19005427,LN2019010000496,LDO20250000005,75,2025-05-02,04:01:01,297.43,Debit,Completed,,Loan Payment - LN2019010000496,False,,1.31,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000042,ACC0001365,IND19015299,LN2019010000510,LDO20250000047,76,2025-05-18,02:29:45,305.32,Debit,Completed,,Loan Payment - LN2019010000510,False,,0.11,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000043,ACC0000964,IND19014388,LN2019010000542,LDO20250000006,76,2025-05-10,02:05:07,2668.1,Debit,Completed,,Loan Payment - LN2019010000542,False,,0.16,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000044,ACC0000932,IND19008584,LN2019010000557,LDO20250000049,76,2025-05-29,03:13:44,3493.79,Debit,Completed,,Loan Payment - LN2019010000557,False,,0.44,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000045,ACC0001001,IND19005012,LN2019010000562,LDO20250000003,76,2025-05-21,03:46:20,1563.13,Debit,Completed,,Loan Payment - LN2019010000562,False,,0.05,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL202500000046,ACC0001267,IND19012469,LN2019010000566,,76,2025-05-23,02:38:27,1437.67,Debit,Completed,,Loan Payment - LN2019010000566,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
