reconciliation_run_id,account_id,customer_id,bank_name,account_number,statement_timeframe_months,period_start,period_end,opening_balance,closing_balance,statement_transaction_count,ledger_transaction_count,statement_pdf_path,statement_source_format,statement_source_file_path
RECON-201912-ACC0118916-3M,ACC0118916,IND19000019,Keystone Retail Bank,198775281189169,3,2019-12-01,2020-02-29 23:59:59,5235.54,5014.35,6,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118916_201912_202002_3M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118916_201912_202002_3M_statement.csv
RECON-201912-ACC0118917-6M,ACC0118917,IND19000315,Keystone Retail Bank,172005281189173,6,2019-12-01,2020-05-31 23:59:59,10868.58,10419.06,11,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118917_201912_202005_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118917_201912_202005_6M_statement.xml
RECON-201912-ACC0118918-6M,ACC0118918,IND19000315,Keystone Retail Bank,172105011189182,6,2019-12-01,2020-05-31 23:59:59,885.12,-20.95,13,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118918_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118918_201912_202005_6M_statement.csv
RECON-201912-ACC0118919-3M,ACC0118919,IND19000194,Keystone Retail Bank,198765021189198,3,2019-12-01,2020-02-29 23:59:59,11398.21,10899.19,6,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118919_201912_202002_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118919_201912_202002_3M_statement.xml
RECON-201912-ACC0118920-6M,ACC0118920,IND19000452,Keystone Retail Bank,195105011189200,6,2019-12-01,2020-05-31 23:59:59,15450.57,14796.14,15,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118920_201912_202005_6M_statement.pdf,TXT,reconciliation_analysis\2019\bank_statement_source_files\txt\ACC0118920_201912_202005_6M_statement.txt
RECON-201912-ACC0118921-6M,ACC0118921,IND19000354,Keystone Retail Bank,270555281189214,6,2019-12-01,2020-05-31 23:59:59,3178.95,-28356.26,87,76,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118921_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118921_201912_202005_6M_statement.csv
RECON-201912-ACC0118922-3M,ACC0118922,IND19000352,Keystone Retail Bank,198775281189221,3,2019-12-01,2020-02-29 23:59:59,11201.99,10919.37,6,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118922_201912_202002_3M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118922_201912_202002_3M_statement.csv
RECON-201912-ACC0118923-3M,ACC0118923,IND19000145,Keystone Retail Bank,255005281189239,3,2019-12-01,2020-02-29 23:59:59,12137.38,15508.77,5,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118923_201912_202002_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118923_201912_202002_3M_statement.xml
RECON-201912-ACC0118924-6M,ACC0118924,IND19000075,Keystone Retail Bank,255355011189246,6,2019-12-01,2020-05-31 23:59:59,10374.94,9476.42,15,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118924_201912_202005_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118924_201912_202005_6M_statement.xml
RECON-201912-ACC0118925-3M,ACC0118925,IND19000416,Keystone Retail Bank,191605011189258,3,2019-12-01,2020-02-29 23:59:59,14432.69,17867.48,9,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118925_201912_202002_3M_statement.pdf,TXT,reconciliation_analysis\2019\bank_statement_source_files\txt\ACC0118925_201912_202002_3M_statement.txt
RECON-201912-ACC0118926-6M,ACC0118926,IND19000226,Keystone Retail Bank,255355271189264,6,2019-12-01,2020-05-31 23:59:59,9760.64,9142.3,12,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118926_201912_202005_6M_statement.pdf,TXT,reconciliation_analysis\2019\bank_statement_source_files\txt\ACC0118926_201912_202005_6M_statement.txt
RECON-201912-ACC0118927-6M,ACC0118927,IND19000055,Keystone Retail Bank,632005031189274,6,2019-12-01,2020-05-31 23:59:59,16064.05,17077.77,12,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118927_201912_202005_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118927_201912_202005_6M_statement.xml
RECON-201912-ACC0118928-6M,ACC0118928,IND19000201,Keystone Retail Bank,025009011189288,6,2019-12-01,2020-05-31 23:59:59,9942.76,11121.23,14,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118928_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118928_201912_202005_6M_statement.csv
RECON-201912-ACC0118929-6M,ACC0118929,IND19000356,Keystone Retail Bank,050310281189297,6,2019-12-01,2020-05-31 23:59:59,15396.37,14830.64,14,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118929_201912_202005_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118929_201912_202005_6M_statement.xml
RECON-201912-ACC0118930-6M,ACC0118930,IND19000435,Keystone Retail Bank,250655021189304,6,2019-12-01,2020-05-31 23:59:59,16243.42,17539.26,12,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118930_201912_202005_6M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118930_201912_202005_6M_statement.xml
RECON-201912-ACC0118931-6M,ACC0118931,IND19000016,Keystone Retail Bank,025009031189311,6,2019-12-01,2020-05-31 23:59:59,17480.12,19254.87,11,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118931_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118931_201912_202005_6M_statement.csv
RECON-201912-ACC0118932-6M,ACC0118932,IND19000469,Keystone Retail Bank,150105271189320,6,2019-12-01,2020-05-31 23:59:59,14134.01,13056.7,13,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118932_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118932_201912_202005_6M_statement.csv
RECON-201912-ACC0118933-3M,ACC0118933,IND19000147,Keystone Retail Bank,255355281189334,3,2019-12-01,2020-02-29 23:59:59,11282.61,11100.62,4,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118933_201912_202002_3M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118933_201912_202002_3M_statement.csv
RECON-201912-ACC0118934-3M,ACC0118934,IND19000480,Keystone Retail Bank,198775031189346,3,2019-12-01,2020-02-29 23:59:59,9925.69,9588.83,4,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118934_201912_202002_3M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118934_201912_202002_3M_statement.csv
RECON-201912-ACC0118935-3M,ACC0118935,IND19000269,Keystone Retail Bank,242305271189350,3,2019-12-01,2020-02-29 23:59:59,9791.59,9494.69,6,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118935_201912_202002_3M_statement.pdf,ISO20022_CAMT053_XML,reconciliation_analysis\2019\bank_statement_source_files\iso20022_camt053_xml\ACC0118935_201912_202002_3M_statement.xml
RECON-201912-ACC0118936-6M,ACC0118936,IND19000038,Keystone Retail Bank,172105271189360,6,2019-12-01,2020-05-31 23:59:59,9863.0,9031.63,14,0,reconciliation_analysis\2019\bank_statement_pdfs\ACC0118936_201912_202005_6M_statement.pdf,CSV,reconciliation_analysis\2019\bank_statement_source_files\csv\ACC0118936_201912_202005_6M_statement.csv
