transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system
TXNL201900000001,ACC0001282,IND19007129,LN2019010000002,,3,2019-04-14,02:58:52,1592.74,Debit,Completed,,Loan Payment - LN2019010000002,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000002,ACC0000071,IND19001466,LN2019010000009,,3,2019-04-30,02:41:19,1643.07,Debit,Completed,,Loan Payment - LN2019010000009 - Partial,False,,2.5,,Automated,Home Loan,partial_payment,False,loan_payment_generator
TXNL201900000003,ACC0001490,IND19011784,LN2019010000010,,3,2019-04-23,03:46:29,2454.22,Debit,Completed,,Loan Payment - LN2019010000010,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000004,ACC0000278,IND19005139,LN2019010000015,LDO20190000001,3,2019-04-29,03:02:10,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,1.1,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator
TXNL201900000005,ACC0000597,IND19000749,LN2019010000017,LDO20190000001,3,2019-04-22,03:24:06,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.17,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000006,ACC0000731,IND19012784,LN2019010000018,LDO20190000001,3,2019-04-30,04:43:56,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.09,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000007,ACC0000999,IND19000704,LN2019010000021,LDO20190000001,3,2019-04-30,03:46:54,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.28,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000008,ACC0000362,IND19010400,LN2019010000034,,3,2019-04-20,02:42:14,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000009,ACC0000761,IND19003341,LN2019010000037,,2,2019-04-10,03:13:26,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,2.5,,Online,Home Loan,standard_payment,False,loan_payment_generator
TXNL201900000010,ACC0000661,IND19013332,LN2019010000040,,3,2019-04-25,03:55:29,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,2.5,,Mobile,Personal Loan,standard_payment,False,loan_payment_generator
