suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202511-00001,ACC0016503,IND19017799,chatbot,2025-11-14T17:35:46+02:00,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202511-00002,ACC0062094,IND23009136,app_message,2025-11-10T19:06:37+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202511-00003,ACC0008200,IND19013145,app_message,2025-11-27T06:18:37+02:00,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202511-00004,ACC0085423,IND24003884,phone_call,01/11/2025 15:59,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202511-00005,ACC0113605,IND25020246,chatbot,2025-11-22T18:57:10+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202511-00006,ACC0039161,IND22023928,branch_visit,04/11/2025 09:10,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202511-00007,ACC0102587,IND25011291,chatbot,2025-11-26T16:48:48+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202511-00008,ACC0093084,IND24020489,email,2025-11-17 20:49:29,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202511-00009,ACC0037934,IND22021060,email,2025-11-20 16:06:25,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202511-00010,ACC0025119,COM21000006,branch_visit,06/11/2025 10:05,Please show bank charges before the customer confirms a payment.,fees,reviewed
SUG-202511-00011,ACC0041400,COM22000074,whatsapp,15-Nov-2025 02:51,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202511-00012,ACC0101539,IND25006164,whatsapp,30-Nov-2025 05:10,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202511-00013,ACC0077287,IND23013357,social_media,2025/11/19 17:08:58,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202511-00014,ACC0031673,IND21007804,app_message,2025-11-26T12:58:26+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202511-00015,ACC0025832,IND21016821,whatsapp,03-Nov-2025 19:46,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
